Cipher,LUT,bit_slice,Permutation,Involution,Diff,DiffFreq,Diff1,CardD1,Lin,LinFreq,Lin1,CardL1,max_degree,min_degree,MaxDegreeFreq,MinDegreeFreq,Max_ProductDegrees,LS_number,"max_v (v, w)-linear","max_w (v, w)-linear",Optimal_Class,Cost (GE) TSMC65nm,Cost is Best ,inv_LUT,inv_bit_slice,inv_max_degree,inv_min_degree,inv_MaxDegreeFreq,inv_MinDegreeFreq,inv_Max_ProductDegrees,inv_LS_number,"inv_max_v (v, w)-linear","inv_max_w (v, w)-linear",inv_Optimal_Class
269,01000406020503070a09080b0c0d0e0f,ff00_f0ac_c9d8_aae1,True,True,10,1,10,8,16,2,16,8,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-,0,-,01000406020503070a09080b0c0d0e0f,ff00_f0ac_c9d8_aae1,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-
270,04000103020506070d08090b0c0a0e0f,ff00_d1e1_e8d8_8dac,True,False,10,1,10,9,16,2,16,9,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-,0,-,0102040300050607090a0d0b0c080e0f,ff00_d4e4_caca_8da9,3,1,12,1,[3|3|3|4],21,"(3, 2)","(2, 3)",-
271,03000102080a06070409050b0c0d0e0f,fa30_f5c0_c8e9_ae85,True,False,10,1,10,8,16,2,8,16,3,1,14,1,[3|3|3|4],17,"(3, 1)","(2, 3)",-,0,-,01020300080a06070409050b0c0d0e0f,fa30_f5c0_c8e6_ae85,3,1,14,1,[3|3|3|4],17,"(3, 1)","(2, 3)",-
272,04000103020506070a09080b0c0d0e0f,ff00_f0e1_c9d8_aaac,True,False,10,1,10,7,16,2,16,6,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-,0,-,01020403000506070a09080b0c0d0e0f,ff00_f0e4_c9ca_aaa9,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-
273,020001030804060705090a0b0c0d0e0f,fe10_f1e0_ccc9_ab8c,True,False,10,1,10,6,16,2,12,9,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-,0,-,010200030508060704090a0b0c0d0e0f,fe20_f1d0_ccca_aa99,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-
274,010004080205060703090a0b0c0d0e0f,fe08_f0e4_cdd0_aba1,True,True,10,1,10,8,16,2,12,12,3,1,14,1,[3|3|3|4],21,"(3, 1)","(2, 3)",-,0,-,010004080205060703090a0b0c0d0e0f,fe08_f0e4_cdd0_aba1,3,1,14,1,[3|3|3|4],21,"(3, 1)","(2, 3)",-
275,020001030805060704090a0b0c0d0e0f,fe10_f1e0_ccc9_aaac,True,False,10,1,8,7,16,2,12,7,3,1,14,1,[3|3|3|4],23,"(3, 1)","(2, 3)",-,0,-,010200030805060704090a0b0c0d0e0f,fe10_f1e0_ccca_aaa9,3,1,14,1,[3|3|3|4],23,"(3, 1)","(2, 3)",-
276,040601020305000708090a0b0c0d0e0f,ff00_f0a3_cc9a_aab4,True,False,10,2,10,7,16,2,16,8,3,1,14,1,[3|3|3|4],19,"(3, 1)","(2, 3)",-,0,-,060203040005010708090a0b0c0d0e0f,ff00_f0a9_cc87_aae4,3,1,14,1,[3|3|3|4],19,"(3, 1)","(2, 3)",-
277,040001060205030708090a0b0c0d0e0f,ff00_f0a9_ccd8_aae4,True,False,10,2,10,8,16,2,16,8,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-,0,-,010204060005030708090a0b0c0d0e0f,ff00_f0ac_ccca_aae1,3,1,12,1,[3|3|3|4],25,"(3, 2)","(2, 3)",-
278,040001030205060709080a0b0c0d0e0f,ff00_f0e1_ccd8_a9ac,True,False,10,3,10,7,16,2,16,6,3,1,12,1,[3|3|3|4],27,"(3, 2)","(2, 3)",-,0,-,010204030005060709080a0b0c0d0e0f,ff00_f0e4_ccca_a9a9,3,1,12,1,[3|3|3|4],27,"(3, 2)","(2, 3)",-
279,010004060205030708090a0b0c0d0e0f,ff00_f0ac_ccd8_aae1,True,True,10,4,10,8,16,2,16,8,3,1,14,1,[3|3|3|4],23,"(3, 1)","(2, 3)",-,0,-,010004060205030708090a0b0c0d0e0f,ff00_f0ac_ccd8_aae1,3,1,14,1,[3|3|3|4],23,"(3, 1)","(2, 3)",-
280,020001040305060708090a0b0c0d0e0f,ff00_f0e8_ccd1_aab4,True,False,10,4,10,7,16,2,16,9,3,1,14,1,[3|3|3|4],23,"(3, 1)","(2, 3)",-,0,-,010200040305060708090a0b0c0d0e0f,ff00_f0e8_ccd2_aab1,3,1,14,1,[3|3|3|4],23,"(3, 1)","(2, 3)",-
281,040001030205060708090a0b0c0d0e0f,ff00_f0e1_ccd8_aaac,True,False,10,6,10,7,16,2,16,6,3,1,14,1,[3|3|3|4],27,"(3, 1)","(2, 3)",-,0,-,010204030005060708090a0b0c0d0e0f,ff00_f0e4_ccca_aaa9,3,1,14,1,[3|3|3|4],27,"(3, 1)","(2, 3)",-
282,04000102030506070a09080b0c0d0e0f,ff00_f0e1_c9d8_aab4,True,False,12,1,12,5,16,2,16,6,3,1,8,1,[3|3|3|4],35,"(3, 3)","(3, 3)",-,0,-,01020304000506070a09080b0c0d0e0f,ff00_f0e8_c9c6_aaa5,3,1,8,1,[3|3|3|4],35,"(3, 3)","(3, 3)",-
283,04000103020506070a08090b0c0d0e0f,ff00_f0e1_c9d8_acac,True,False,12,1,12,7,16,2,16,6,3,1,8,1,[3|3|3|4],35,"(3, 3)","(3, 3)",-,0,-,0102040300050607090a080b0c0d0e0f,ff00_f0e4_caca_a9a9,3,1,8,1,[3|3|3|4],35,"(3, 3)","(3, 3)",-
284,060001020305040708090a0b0c0d0e0f,ff00_f0e1_cc99_aab4,True,False,12,1,12,4,16,2,16,5,3,1,8,1,[3|3|3|4],37,"(3, 3)","(3, 3)",-,0,-,010203040605000708090a0b0c0d0e0f,ff00_f0b8_cc96_aaa5,3,1,8,1,[3|3|3|4],37,"(3, 3)","(3, 3)",-
285,030001020805060704090a0b0c0d0e0f,fe10_f1e0_ccc9_aaa5,True,False,12,1,12,6,16,2,12,6,3,1,12,1,[3|3|3|4],27,"(3, 2)","(2, 3)",-,0,-,010203000805060704090a0b0c0d0e0f,fe10_f1e0_ccc6_aaa5,3,1,12,1,[3|3|3|4],27,"(3, 2)","(2, 3)",-
286,040001020305060708090a0b0c0d0e0f,ff00_f0e1_ccd8_aab4,True,False,12,1,12,5,16,2,16,6,3,1,12,1,[3|3|3|4],29,"(3, 2)","(2, 3)",-,0,-,010203040005060708090a0b0c0d0e0f,ff00_f0e8_ccc6_aaa5,3,1,12,1,[3|3|3|4],29,"(3, 2)","(2, 3)",-
287,01000403020506070f090a0b0c0d0e08,ff00_71e4_4dd8_2ba9,True,True,8,3,8,6,16,4,16,8,3,1,12,3,[3|3|3|4],45,"(3, 2)","(2, 3)",-,0,-,01000403020506070f090a0b0c0d0e08,ff00_71e4_4dd8_2ba9,3,1,12,3,[3|3|3|4],45,"(3, 2)","(2, 3)",-
288,02000103050406070a09080b0c0d0e0f,ff00_f0f0_c9c9_aa9c,True,False,8,12,8,5,16,4,16,5,3,1,8,3,[3|3|3|4],57,"(3, 3)","(3, 3)",-,0,-,01020003050406070a09080b0c0d0e0f,ff00_f0f0_c9ca_aa99,3,1,8,3,[3|3|3|4],57,"(3, 3)","(3, 3)",-
289,020001030704060508090a0b0c0d0e0f,ff00_f0f0_cc59_aa9c,True,False,10,4,10,6,16,4,16,6,3,1,12,3,[3|3|3|4],45,"(3, 2)","(2, 3)",-,0,-,010200030507060408090a0b0c0d0e0f,ff00_f0f0_cc6a_aa39,3,1,12,3,[3|3|3|4],45,"(3, 2)","(2, 3)",-
290,010004030205060708090a0b0c0d0e0f,ff00_f0e4_ccd8_aaa9,True,True,12,2,12,6,16,4,16,6,3,1,12,3,[3|3|3|4],53,"(3, 2)","(2, 3)",-,0,-,010004030205060708090a0b0c0d0e0f,ff00_f0e4_ccd8_aaa9,3,1,12,3,[3|3|3|4],53,"(3, 2)","(2, 3)",-
291,020001030504060708090a0b0c0d0e0f,ff00_f0f0_ccc9_aa9c,True,False,12,3,12,5,16,4,16,5,3,1,8,3,[3|3|3|4],61,"(3, 3)","(3, 3)",-,0,-,010200030504060708090a0b0c0d0e0f,ff00_f0f0_ccca_aa99,3,1,8,3,[3|3|3|4],61,"(3, 3)","(3, 3)",-
292,020001030405060708090a0b0c0d0e0f,ff00_f0f0_ccc9_aaac,True,False,12,3,12,5,16,4,16,5,3,1,12,3,[3|3|3|4],57,"(3, 2)","(2, 3)",-,0,-,010200030405060708090a0b0c0d0e0f,ff00_f0f0_ccca_aaa9,3,1,12,3,[3|3|3|4],57,"(3, 2)","(2, 3)",-
293,08000a02030501070409060b0c0d0e0f,fa05_f5a0_cc9c_aaf0,True,False,16,2,16,6,12,8,12,6,3,2,8,7,[3|3|3|4],29,"(3, 2)","(2, 3)",-,0,-,0106030408050a070009020b0c0d0e0f,fa50_f0aa_ccc6_aaa5,3,2,8,7,[3|3|3|4],29,"(3, 2)","(2, 3)",-
294,04000103020506070c08090b0a0d0e0f,ff00_e1e1_d8d8_acac,True,False,16,2,16,7,16,2,16,6,2,1,14,1,[2|3|3|4],57,"(3, 3)","(3, 3)",-,0,-,0102040300050607090a0c0b080d0e0f,ff00_e4e4_caca_a9a9,2,1,14,1,[2|3|3|4],57,"(3, 3)","(3, 3)",-
295,04000602030501070a09080b0c0d0e0f,ff00_f0a5_c99c_aaf0,True,False,16,2,16,5,16,2,16,5,2,1,14,1,[2|3|3|4],57,"(3, 3)","(3, 3)",-,0,-,01060304000502070a09080b0c0d0e0f,ff00_f0aa_c9c6_aaa5,2,1,14,1,[2|3|3|4],57,"(3, 3)","(3, 3)",-
296,040006020305010708090a0b0c0d0e0f,ff00_f0a5_cc9c_aaf0,True,False,16,2,16,5,16,2,16,5,3,1,8,1,[3|3|3|4],41,"(3, 3)","(3, 3)",-,0,-,010603040005020708090a0b0c0d0e0f,ff00_f0aa_ccc6_aaa5,3,1,8,1,[3|3|3|4],41,"(3, 3)","(3, 3)",-
297,020001030604050708090a0b0c0d0e0f,ff00_f0f0_cc99_aacc,True,False,16,2,16,5,16,4,16,5,2,1,12,3,[2|3|3|4],81,"(3, 3)","(3, 3)",-,0,-,010200030506040708090a0b0c0d0e0f,ff00_f0f0_ccaa_aa99,2,1,12,3,[2|3|3|4],81,"(3, 3)","(3, 3)",-
298,030001020605040708090a0b0c0d0e0f,ff00_f0f0_cc99_aaa5,True,False,16,2,16,4,16,4,16,4,2,1,12,3,[2|3|3|4],81,"(3, 3)","(3, 3)",-,0,-,010203000605040708090a0b0c0d0e0f,ff00_f0f0_cc96_aaa5,2,1,12,3,[2|3|3|4],81,"(3, 3)","(3, 3)",-
299,030001020405060708090a0b0c0d0e0f,ff00_f0f0_ccc9_aaa5,True,False,16,2,16,4,16,4,16,4,3,1,8,3,[3|3|3|4],65,"(3, 3)","(3, 3)",-,0,-,010203000405060708090a0b0c0d0e0f,ff00_f0f0_ccc6_aaa5,3,1,8,3,[3|3|3|4],65,"(3, 3)","(3, 3)",-
300,010002030405060708090a0b0c0d0e0f,ff00_f0f0_cccc_aaa9,True,True,16,2,16,4,16,8,16,4,3,1,8,7,[3|3|3|4],113,"(3, 3)","(3, 3)",-,0,-,010002030405060708090a0b0c0d0e0f,ff00_f0f0_cccc_aaa9,3,1,8,7,[3|3|3|4],113,"(3, 3)","(3, 3)",-
301,010003020405060708090a0b0c0d0e0f,ff00_f0f0_cccc_aaa5,True,True,16,4,16,4,16,8,16,4,2,1,8,7,[2|3|3|4],129,"(3, 3)","(3, 3)",-,0,-,010003020405060708090a0b0c0d0e0f,ff00_f0f0_cccc_aaa5,2,1,8,7,[2|3|3|4],129,"(3, 3)","(3, 3)",-
302,000102030405060708090a0b0c0d0e0f,ff00_f0f0_cccc_aaaa,True,True,16,16,16,4,16,16,16,4,1,1,15,15,[1|2|3|4],225,"(3, 3)","(3, 3)",-,0,-,000102030405060708090a0b0c0d0e0f,ff00_f0f0_cccc_aaaa,1,1,15,15,[1|2|3|4],225,"(3, 3)","(3, 3)",-
